n	num	area	avg_vel	std_vel	max_vel	avg_x	avg_y	std_x	std_y	max_x	max_y	num1	num2	num3	num4	num5
0	1198	174693.0	2.31	0.12	11.37	0.29	1.71	0.1	0.12	5.7	11.34	495	395	229	45	34
1	1024	166278.0	2.21	0.12	9.25	0.43	1.54	0.11	0.12	4.59	9.24	391	356	198	49	30
2	1092	168986.0	2.17	0.12	9.39	0.41	1.47	0.1	0.12	4.01	9.38	449	362	202	47	32
3	1103	168800.0	2.2	0.12	9.51	0.5	1.45	0.1	0.12	5.77	9.49	444	369	216	42	32
4	1173	181816.0	2.32	0.12	9.51	0.33	1.73	0.1	0.12	4.93	9.47	489	394	210	38	42
5	1005	169492.0	2.22	0.12	9.31	0.39	1.48	0.11	0.13	4.68	8.97	372	345	213	43	32
6	976	167993.0	2.23	0.12	9.96	0.48	1.46	0.1	0.12	4.74	9.93	379	345	175	41	36
7	1037	170286.0	2.18	0.12	10.66	0.54	1.39	0.1	0.12	5.44	10.65	404	359	205	38	31
8	1057	172505.0	2.2	0.12	9.43	0.47	1.59	0.1	0.12	4.63	9.42	429	342	216	36	34
9	1003	162031.0	2.21	0.12	9.89	0.3	1.57	0.1	0.12	4.35	9.89	413	349	177	37	27
10	1042	170565.0	2.14	0.12	9.61	0.49	1.53	0.1	0.12	9.01	9.31	411	358	203	35	35
11	947	159303.0	2.13	0.12	7.42	0.44	1.41	0.11	0.12	4.23	7.42	375	308	200	31	33
12	1002	177603.0	2.25	0.13	10.03	0.53	1.63	0.11	0.13	5.23	10.02	379	327	221	43	32
13	945	159329.0	2.2	0.12	8.82	0.55	1.46	0.1	0.12	5.68	8.74	346	357	174	37	31
14	894	159043.0	2.11	0.12	9.06	0.46	1.46	0.11	0.12	5.04	8.99	340	305	187	27	35
15	888	153382.0	2.19	0.12	8.54	0.55	1.51	0.11	0.12	7.05	8.44	343	290	191	36	28
16	1033	169618.0	2.17	0.12	10.24	0.41	1.65	0.1	0.12	4.78	9.98	419	332	219	39	24
17	861	153790.0	2.21	0.12	7.57	0.66	1.48	0.11	0.13	5.33	7.12	326	293	184	36	22
18	941	161324.0	2.22	0.12	7.98	0.49	1.65	0.11	0.13	4.99	7.67	331	328	211	47	24
19	917	150916.0	2.2	0.12	7.94	0.62	1.5	0.1	0.12	4.63	7.93	360	291	203	38	25
20	1025	169871.0	2.16	0.12	8.05	0.54	1.63	0.1	0.12	5.08	7.78	382	365	217	34	27
21	928	158343.0	2.22	0.12	7.73	0.54	1.53	0.1	0.12	5.09	7.72	347	310	203	35	33
22	940	170057.0	2.05	0.12	7.3	0.55	1.42	0.1	0.12	5.66	7.0	364	325	184	38	29
23	854	144670.0	2.19	0.12	8.2	0.58	1.52	0.11	0.12	4.72	8.08	299	297	200	30	28
24	950	156527.0	2.21	0.12	10.06	0.6	1.65	0.1	0.12	4.56	9.98	381	314	182	46	27
25	886	149764.0	2.17	0.12	8.17	0.71	1.43	0.1	0.12	5.56	7.53	349	285	179	46	27
26	886	159163.0	2.24	0.12	8.44	0.59	1.54	0.11	0.12	4.68	7.93	327	311	187	32	29
27	907	148963.0	2.29	0.12	10.23	0.62	1.55	0.11	0.13	5.84	10.2	359	290	188	42	28
28	938	169868.0	2.2	0.12	9.07	0.57	1.64	0.11	0.12	4.58	9.05	362	323	184	37	32
29	896	165998.0	2.19	0.13	8.13	0.71	1.58	0.11	0.12	5.32	7.95	320	290	213	40	33
30	818	160904.0	2.12	0.12	7.72	0.67	1.45	0.1	0.12	4.85	7.34	298	287	173	36	24
31	791	142120.0	2.11	0.13	9.9	0.57	1.42	0.11	0.13	4.96	9.9	319	233	174	36	29
32	877	161788.0	2.26	0.12	9.72	0.72	1.64	0.1	0.12	5.44	9.44	326	284	200	39	28
33	841	159265.0	2.2	0.13	7.99	0.68	1.61	0.11	0.13	4.9	7.88	303	281	191	35	31
34	794	156078.0	2.22	0.13	8.45	0.72	1.58	0.11	0.12	6.37	8.24	292	268	172	24	38
35	831	151367.0	2.2	0.13	7.91	0.84	1.47	0.11	0.12	5.6	7.58	294	280	197	28	32
36	890	170074.0	2.14	0.12	10.21	0.48	1.61	0.1	0.12	6.96	9.48	337	301	186	39	27
37	854	160274.0	2.23	0.13	8.14	0.84	1.59	0.11	0.12	5.44	8.08	329	252	209	37	27
38	817	146390.0	2.21	0.12	9.21	0.65	1.61	0.11	0.12	5.29	9.16	313	273	167	35	29
39	781	146754.0	2.16	0.13	8.07	0.65	1.59	0.11	0.13	5.11	7.45	280	254	187	36	24
40	770	148996.0	2.23	0.13	8.58	0.7	1.69	0.11	0.13	5.62	7.92	275	261	166	32	36
41	782	147515.0	2.19	0.13	8.48	0.77	1.52	0.11	0.12	5.29	8.24	284	255	173	39	31
42	807	151918.0	2.15	0.12	8.76	0.77	1.44	0.11	0.12	5.4	8.51	306	266	170	32	33
43	766	142735.0	2.23	0.13	9.63	0.73	1.55	0.11	0.12	5.76	9.6	295	246	165	29	31
44	769	149323.0	2.18	0.12	7.57	0.66	1.57	0.11	0.13	5.86	7.5	282	265	153	38	31
45	780	142068.0	2.22	0.12	7.65	0.77	1.54	0.1	0.12	5.73	7.65	270	294	151	36	29
46	693	136536.0	2.18	0.12	7.83	0.62	1.61	0.1	0.12	5.36	7.81	242	239	145	41	26
47	857	147022.0	2.22	0.12	7.84	0.87	1.56	0.1	0.12	5.63	7.76	352	263	176	40	26
48	679	127696.0	2.24	0.13	8.6	0.78	1.57	0.11	0.13	5.75	7.75	222	258	132	42	25
49	813	151164.0	2.38	0.12	9.06	0.86	1.75	0.11	0.12	6.03	9.01	318	262	177	21	35
50	755	150618.0	2.25	0.12	9.36	0.71	1.64	0.11	0.12	5.46	8.7	254	265	170	34	32
51	816	147521.0	2.27	0.13	9.06	0.7	1.66	0.11	0.12	5.71	9.05	313	271	161	40	31
52	753	153355.0	2.23	0.13	8.96	0.8	1.62	0.11	0.13	5.6	8.54	282	228	173	37	33
53	728	147883.0	2.31	0.13	8.32	0.91	1.56	0.11	0.13	6.31	8.31	256	238	160	40	34
54	795	142989.0	2.25	0.12	9.01	0.73	1.66	0.1	0.12	5.89	8.98	309	257	162	41	26
55	835	149060.0	2.36	0.12	8.54	0.82	1.79	0.1	0.12	5.68	8.54	318	259	181	49	28
56	844	146879.0	2.32	0.12	9.74	0.76	1.59	0.1	0.12	5.79	9.07	336	256	176	43	33
57	948	165927.0	2.28	0.12	9.08	0.77	1.68	0.11	0.12	5.87	9.08	364	297	216	39	32
58	820	158334.0	2.24	0.13	8.74	0.48	1.64	0.1	0.13	6.04	8.71	316	263	174	37	30
59	787	147203.0	2.26	0.13	8.01	0.81	1.54	0.11	0.12	6.11	7.94	283	265	173	35	31
60	766	143040.0	2.3	0.12	8.3	0.7	1.57	0.1	0.12	5.8	8.27	284	248	159	45	30
61	708	137073.0	2.35	0.13	8.39	0.75	1.68	0.11	0.13	6.42	8.36	253	241	151	34	29
62	660	138888.0	2.31	0.14	8.19	0.77	1.68	0.11	0.14	5.85	7.89	220	213	159	37	31
63	824	158694.0	2.4	0.13	8.44	0.72	1.73	0.11	0.13	5.74	8.41	296	269	188	39	32
64	719	138833.0	2.27	0.12	8.33	0.7	1.61	0.11	0.13	5.78	8.28	270	224	155	44	26
65	788	146110.0	2.29	0.13	8.81	0.75	1.59	0.11	0.12	5.84	8.78	266	262	198	33	29
66	656	124718.0	2.35	0.13	8.09	0.88	1.44	0.11	0.13	6.18	8.02	226	208	148	49	25
67	790	139384.0	2.37	0.13	8.51	0.81	1.68	0.11	0.13	6.78	8.48	266	270	184	38	32
68	686	123957.0	2.35	0.12	8.67	0.87	1.49	0.1	0.12	6.53	7.9	261	212	151	32	30
69	764	137124.0	2.29	0.13	8.76	0.6	1.79	0.11	0.12	5.6	8.72	269	252	173	39	31
70	669	116334.0	2.31	0.13	7.85	0.71	1.45	0.11	0.13	6.12	7.84	216	232	160	39	22
71	752	129711.0	2.35	0.13	9.32	0.75	1.48	0.11	0.13	7.33	8.51	256	248	177	40	31
72	677	118340.0	2.41	0.12	8.69	0.59	1.64	0.11	0.12	6.25	8.68	222	238	159	36	22
73	802	135371.0	2.32	0.13	8.48	0.76	1.7	0.11	0.13	7.12	8.47	286	269	168	52	27
74	722	117631.0	2.29	0.12	7.98	0.67	1.37	0.1	0.12	6.58	7.87	265	232	174	30	21
75	752	127906.0	2.33	0.13	9.3	0.75	1.63	0.11	0.13	7.21	9.27	270	239	174	44	25
76	931	143388.0	2.34	0.13	10.42	0.53	1.69	0.1	0.13	6.71	7.85	344	317	209	36	25
77	730	134966.0	2.3	0.13	8.52	0.75	1.64	0.11	0.13	5.74	7.92	263	216	185	36	30
78	650	118555.0	2.3	0.13	9.03	0.68	1.62	0.11	0.13	5.85	7.84	226	211	151	39	23
79	731	127079.0	2.29	0.13	8.36	0.64	1.66	0.11	0.13	7.16	7.85	251	238	181	34	27
80	678	119491.0	2.24	0.13	8.44	0.7	1.58	0.11	0.13	5.64	8.04	234	221	164	35	24
81	710	127372.0	2.22	0.12	8.07	0.67	1.55	0.1	0.12	5.32	8.06	265	220	163	33	29
82	629	120391.0	2.23	0.13	10.08	0.52	1.63	0.11	0.13	5.1	8.7	199	217	153	38	22
83	733	122891.0	2.17	0.12	8.45	0.59	1.55	0.1	0.12	5.12	8.43	270	229	178	35	21
84	611	110500.0	2.23	0.13	8.62	0.69	1.61	0.11	0.13	4.98	8.61	198	206	158	26	23
85	735	125377.0	2.16	0.13	8.45	0.63	1.61	0.11	0.12	5.23	8.41	270	225	176	38	26
86	645	107289.0	2.23	0.12	8.41	0.63	1.53	0.11	0.12	4.78	8.4	237	197	162	30	19
87	711	123567.0	2.15	0.12	8.8	0.44	1.64	0.11	0.13	5.06	8.68	252	237	163	37	22
88	621	104719.0	2.2	0.12	8.6	0.73	1.42	0.11	0.12	5.79	8.54	223	217	133	25	23
89	662	116738.0	2.22	0.12	8.58	0.66	1.75	0.1	0.12	5.93	7.76	243	202	157	36	24
90	618	109519.0	2.14	0.12	8.34	0.63	1.51	0.11	0.13	5.09	8.33	208	206	153	29	22
91	644	110806.0	2.2	0.12	8.89	0.53	1.72	0.11	0.12	4.91	8.87	219	226	145	32	22
92	660	111387.0	2.2	0.12	7.25	0.63	1.6	0.11	0.12	4.76	6.91	228	228	151	34	19
93	660	114675.0	2.2	0.12	8.43	0.6	1.7	0.11	0.12	4.46	8.42	224	210	170	33	23
94	688	106784.0	2.24	0.12	7.69	0.68	1.65	0.1	0.12	5.14	7.63	266	213	156	33	20
95	640	114742.0	2.2	0.13	8.43	0.57	1.75	0.11	0.13	4.46	8.43	204	206	181	26	23
96	616	103904.0	2.19	0.12	7.55	0.63	1.62	0.1	0.12	5.3	7.06	207	195	168	27	19
97	625	111610.0	2.21	0.13	8.11	0.7	1.71	0.11	0.12	4.62	7.63	222	194	153	34	22
98	675	108297.0	2.1	0.12	7.71	0.52	1.55	0.1	0.12	4.77	7.29	240	225	159	29	22
99	670	105202.0	2.14	0.12	9.15	0.71	1.51	0.1	0.11	4.69	8.4	262	202	154	31	21
100	715	106988.0	2.27	0.12	7.78	0.45	1.73	0.1	0.12	4.43	7.69	249	250	167	31	18
101	683	106048.0	2.22	0.12	8.06	0.67	1.66	0.1	0.12	4.53	7.93	237	217	175	35	19
102	695	102292.0	2.31	0.12	9.15	0.74	1.71	0.1	0.12	4.7	9.11	251	228	172	21	23
103	675	103310.0	2.22	0.12	7.87	0.64	1.59	0.1	0.12	4.48	7.66	267	194	161	30	23
104	687	108629.0	2.19	0.12	8.5	0.71	1.66	0.1	0.12	4.66	8.49	235	215	185	29	23
105	746	108567.0	2.21	0.12	8.16	0.56	1.7	0.1	0.12	4.67	7.79	270	258	165	35	18
106	673	102272.0	2.31	0.12	8.87	0.76	1.65	0.1	0.12	4.83	7.87	248	208	175	22	20
107	695	107446.0	2.15	0.12	7.88	0.78	1.35	0.11	0.12	4.73	7.38	250	225	175	25	20
108	632	94744.0	2.27	0.12	8.05	0.69	1.6	0.1	0.12	4.87	7.48	219	224	147	23	19
109	679	100423.0	2.25	0.13	8.77	0.57	1.64	0.11	0.12	6.18	8.74	234	231	162	32	20
110	643	97244.0	2.18	0.12	8.08	0.7	1.48	0.11	0.12	5.04	7.22	244	184	160	38	17
111	602	104948.0	2.23	0.13	10.46	0.62	1.63	0.11	0.13	4.97	10.12	188	200	164	31	19
112	578	98759.0	2.17	0.13	8.42	0.72	1.46	0.11	0.13	5.06	7.54	183	204	145	25	21
113	639	92640.0	2.16	0.12	7.1	0.41	1.43	0.11	0.13	5.84	6.82	242	209	141	26	21
114	581	93574.0	2.15	0.12	7.85	0.76	1.43	0.1	0.11	5.32	7.8	211	180	141	28	21
115	633	99607.0	2.18	0.12	7.91	0.65	1.59	0.11	0.13	4.63	7.9	196	216	169	35	17
116	588	96189.0	2.25	0.13	8.74	0.57	1.6	0.11	0.13	4.52	8.64	195	192	156	26	19
117	587	94637.0	2.14	0.13	7.8	0.73	1.48	0.11	0.13	4.39	7.78	206	182	149	35	15
118	582	93155.0	2.21	0.12	7.82	0.51	1.68	0.11	0.12	4.62	7.76	187	213	135	31	16
119	560	89401.0	2.06	0.12	7.71	0.72	1.35	0.11	0.12	4.45	7.71	195	192	130	31	12
120	553	88723.0	2.07	0.12	7.2	0.69	1.32	0.11	0.12	4.61	7.18	190	188	133	27	15
121	550	86623.0	2.16	0.12	8.27	0.69	1.52	0.1	0.12	4.48	7.36	202	181	123	30	14
122	598	99213.0	2.03	0.12	7.64	0.61	1.46	0.11	0.12	4.93	7.61	222	177	149	36	14
123	597	91680.0	2.17	0.12	8.41	0.71	1.54	0.1	0.12	4.43	7.58	213	194	149	27	14
124	572	89914.0	2.16	0.12	7.73	0.62	1.49	0.1	0.12	5.42	7.65	202	191	131	33	15
125	539	91985.0	2.11	0.13	7.72	0.67	1.43	0.11	0.12	4.94	7.64	191	175	125	28	20
126	546	87952.0	2.19	0.12	7.7	0.66	1.49	0.1	0.12	4.72	7.69	196	178	126	33	13
127	537	89209.0	2.18	0.13	8.18	0.75	1.5	0.11	0.13	5.0	7.61	188	180	122	31	16
128	550	87230.0	2.19	0.12	8.12	0.67	1.56	0.11	0.12	4.93	8.12	188	180	142	26	14
129	606	87968.0	2.14	0.12	7.97	0.71	1.55	0.1	0.12	5.11	7.94	219	212	135	25	15
130	528	87329.0	2.19	0.13	8.4	0.71	1.41	0.11	0.13	6.25	8.39	176	181	131	26	14
131	604	100865.0	2.18	0.13	7.96	0.7	1.66	0.11	0.13	4.95	7.93	214	192	147	34	17
132	520	90424.0	2.11	0.13	7.35	0.69	1.45	0.11	0.13	5.48	7.32	154	191	136	24	15
133	540	93144.0	2.22	0.13	8.13	0.7	1.67	0.11	0.13	5.17	8.06	176	196	124	33	11
134	547	94116.0	2.05	0.12	7.99	0.61	1.51	0.1	0.12	5.33	7.86	187	192	124	29	15
135	456	82981.0	2.23	0.13	8.14	0.72	1.53	0.11	0.13	4.93	7.88	148	148	121	22	17
136	558	90650.0	2.14	0.13	9.04	0.72	1.51	0.11	0.13	5.16	9.03	205	174	142	23	14
137	496	84944.0	2.13	0.13	9.04	0.72	1.49	0.12	0.13	5.0	9.02	165	155	138	25	13
138	517	89833.0	2.19	0.12	8.59	0.75	1.49	0.11	0.12	5.5	8.24	178	172	134	17	16
139	544	87768.0	2.14	0.12	8.84	0.71	1.47	0.11	0.12	5.45	8.21	184	188	139	19	14
140	612	97337.0	2.15	0.12	8.36	0.68	1.56	0.1	0.12	6.15	8.32	201	209	164	18	20
141	605	93089.0	2.11	0.12	10.32	0.66	1.62	0.1	0.12	5.34	9.13	219	190	161	20	15
142	571	90622.0	2.12	0.12	9.32	0.66	1.58	0.11	0.12	5.3	8.88	198	189	148	25	11
143	503	84568.0	2.12	0.12	7.7	0.81	1.43	0.11	0.12	5.27	7.36	150	187	134	20	12
144	464	86159.0	2.08	0.13	8.18	0.83	1.39	0.11	0.13	5.3	7.76	148	150	126	28	12
145	471	88050.0	2.11	0.12	8.41	0.78	1.44	0.11	0.12	5.51	8.28	146	165	123	25	12
146	507	86986.0	2.15	0.13	8.88	0.81	1.47	0.11	0.12	6.4	8.58	168	167	135	26	11
147	524	87610.0	2.17	0.12	7.84	0.65	1.62	0.1	0.12	5.23	7.71	173	187	129	22	13
148	482	81424.0	2.1	0.12	9.89	0.93	1.3	0.11	0.12	5.66	9.64	161	160	134	16	11
149	541	89151.0	2.03	0.11	8.01	0.78	1.44	0.1	0.11	6.25	7.84	187	181	133	28	12
150	475	78309.0	2.15	0.12	7.88	0.74	1.48	0.1	0.12	5.37	7.69	174	156	115	20	10
151	504	83177.0	2.27	0.12	9.5	0.94	1.57	0.11	0.12	7.06	9.39	158	187	125	24	10
152	519	87007.0	2.13	0.12	8.35	0.95	1.35	0.11	0.12	5.75	7.99	171	175	139	23	11
153	488	83959.0	2.19	0.12	9.83	0.83	1.41	0.11	0.12	8.02	8.3	159	168	126	24	11
154	478	82579.0	2.1	0.12	8.28	0.78	1.43	0.1	0.12	5.45	8.09	157	161	124	23	13
155	518	88989.0	2.04	0.12	8.68	0.82	1.32	0.11	0.12	5.29	8.35	179	169	128	27	15
156	571	90502.0	2.07	0.11	9.17	0.81	1.4	0.1	0.11	5.94	9.05	194	198	140	26	13
157	498	84321.0	2.08	0.13	9.4	0.78	1.41	0.11	0.13	5.61	8.79	171	170	119	23	15
158	498	80655.0	2.13	0.12	8.79	0.86	1.29	0.11	0.12	6.14	8.41	157	175	126	30	10
159	506	75942.0	2.09	0.12	8.49	0.84	1.35	0.11	0.12	5.89	8.22	169	188	116	18	15
160	505	77453.0	2.04	0.11	8.41	0.9	1.3	0.1	0.12	5.71	7.94	190	165	109	31	10
161	503	79349.0	2.12	0.12	8.47	1.04	1.22	0.11	0.12	5.84	8.08	168	167	127	28	13
162	496	80200.0	2.19	0.12	8.37	0.83	1.43	0.11	0.12	6.62	8.01	164	178	115	28	11
163	515	76297.0	2.13	0.12	8.79	0.57	1.26	0.11	0.12	6.01	8.49	187	172	114	32	10
164	519	83087.0	2.14	0.11	8.74	0.84	1.44	0.11	0.12	5.68	8.19	184	171	121	28	15
165	496	79851.0	2.12	0.12	8.83	0.79	1.35	0.11	0.13	5.78	8.52	173	157	125	27	14
166	517	78504.0	2.04	0.11	8.87	0.99	1.13	0.1	0.11	6.42	8.52	209	156	114	26	12
167	454	69231.0	2.16	0.13	9.12	0.88	1.23	0.11	0.13	6.05	8.75	146	176	96	22	14
168	477	77680.0	2.15	0.12	9.08	0.97	1.22	0.11	0.12	6.12	8.73	152	168	119	27	11
169	486	76335.0	2.1	0.12	9.2	0.75	1.26	0.11	0.12	6.27	8.81	175	156	117	27	11
170	542	76638.0	2.07	0.12	8.99	0.87	1.11	0.1	0.12	5.64	8.57	199	189	115	26	13
171	483	80509.0	2.15	0.12	8.5	0.93	1.25	0.11	0.12	6.13	8.05	168	164	114	22	15
172	521	82122.0	2.13	0.12	7.51	0.85	1.19	0.11	0.12	6.57	7.51	180	174	127	24	16
173	482	77842.0	2.11	0.13	9.57	0.92	1.38	0.11	0.13	6.11	8.85	152	155	133	30	12
174	520	73931.0	2.07	0.12	7.74	0.93	1.0	0.11	0.12	5.79	7.72	184	176	123	22	15
175	439	70271.0	2.15	0.12	7.58	0.98	1.18	0.11	0.12	5.93	7.58	153	126	124	25	11
176	465	74380.0	2.1	0.13	9.22	0.92	1.21	0.12	0.12	6.1	9.22	172	134	119	25	15
177	468	69847.0	2.19	0.13	8.41	0.98	1.3	0.11	0.13	5.79	8.4	160	162	111	24	11
178	502	73120.0	2.14	0.11	7.46	0.95	1.24	0.11	0.11	6.02	6.72	166	185	109	31	11
179	516	72757.0	2.1	0.12	8.07	0.91	1.18	0.11	0.12	6.02	8.05	176	177	126	25	12
180	456	69984.0	2.1	0.13	7.65	0.96	1.15	0.12	0.13	6.0	7.61	138	166	115	25	12
181	432	65384.0	2.21	0.11	8.78	0.96	1.32	0.11	0.11	6.39	8.76	134	154	106	30	8
182	488	71167.0	2.12	0.12	8.42	0.92	1.32	0.11	0.12	6.08	8.42	162	165	127	24	10
183	447	64259.0	2.22	0.12	8.83	0.99	1.23	0.1	0.13	6.08	8.82	160	155	95	24	13
184	523	73396.0	2.26	0.11	8.61	0.98	1.43	0.1	0.12	6.39	8.57	175	199	112	26	11
185	466	66529.0	2.21	0.12	7.43	0.76	1.35	0.1	0.12	5.93	7.22	154	170	108	24	10
186	497	71367.0	2.12	0.11	8.64	0.88	1.24	0.11	0.11	6.01	8.62	166	176	122	22	11
187	457	65778.0	2.12	0.12	7.83	1.07	1.1	0.11	0.12	6.38	7.82	164	153	104	23	13
188	560	76778.0	2.06	0.11	7.63	1.0	1.02	0.11	0.12	6.05	6.55	202	187	138	22	11
189	435	60954.0	2.19	0.12	7.46	0.94	1.11	0.11	0.12	6.05	6.62	150	156	96	25	8
190	472	66543.0	2.08	0.11	7.74	1.01	1.1	0.11	0.12	6.2	5.81	165	168	106	21	12
191	513	73923.0	2.14	0.11	8.37	0.95	1.34	0.1	0.11	6.02	8.35	170	182	126	24	11
192	507	67853.0	2.12	0.12	7.95	1.06	1.12	0.12	0.12	6.42	6.15	167	188	121	22	9
193	448	62734.0	2.11	0.12	7.78	1.02	0.97	0.12	0.12	6.32	5.54	153	169	96	18	12
194	484	62621.0	2.11	0.12	7.8	0.96	1.13	0.11	0.12	6.2	6.63	152	193	107	21	11
195	422	61321.0	2.23	0.13	7.65	1.07	1.12	0.12	0.13	6.55	6.92	144	149	98	24	7
196	606	86610.0	2.03	0.12	7.77	0.99	1.15	0.11	0.12	6.12	7.02	196	212	155	27	16
197	504	66208.0	2.2	0.12	9.22	1.0	1.04	0.11	0.12	6.12	6.82	175	163	132	28	6
198	527	72499.0	2.06	0.12	8.0	1.01	1.19	0.11	0.12	6.1	8.0	184	178	129	26	10
199	446	59348.0	2.19	0.11	7.68	0.95	1.24	0.11	0.11	6.3	7.39	152	155	110	22	7
200	528	76226.0	2.08	0.12	8.91	0.9	1.25	0.11	0.12	5.7	8.91	168	184	137	28	11
201	496	68784.0	2.12	0.12	8.39	1.0	1.13	0.11	0.12	5.78	8.38	153	184	127	19	13
202	479	74152.0	2.19	0.12	10.56	0.94	1.4	0.11	0.12	5.81	7.96	130	182	128	29	10
203	471	63568.0	2.16	0.12	7.86	1.01	1.16	0.11	0.11	6.18	7.86	165	163	114	20	9
204	553	81479.0	2.12	0.13	8.1	0.88	1.4	0.11	0.13	5.92	8.09	164	196	148	37	8
205	482	69256.0	2.13	0.12	8.41	1.01	1.29	0.11	0.12	5.84	8.41	161	166	126	17	12
206	513	75266.0	2.02	0.12	8.14	0.94	1.3	0.11	0.12	6.1	8.13	153	192	134	26	8
207	462	63407.0	2.1	0.12	9.25	0.99	1.24	0.11	0.12	6.2	9.22	157	152	124	20	9
208	495	73224.0	2.12	0.12	8.22	0.99	1.43	0.11	0.12	5.95	6.54	150	174	132	32	7
209	446	60551.0	2.06	0.11	7.81	1.0	1.13	0.1	0.11	6.2	7.81	163	140	115	21	7
210	521	72437.0	2.15	0.12	8.25	1.11	1.31	0.11	0.12	5.94	8.21	180	180	128	23	10
211	416	56868.0	2.17	0.13	7.6	1.2	1.08	0.12	0.13	5.82	7.4	146	131	115	17	7
212	557	78153.0	2.14	0.12	8.3	0.93	1.41	0.12	0.12	6.16	7.9	176	204	141	27	9
213	441	60301.0	1.99	0.12	6.35	0.96	1.12	0.11	0.12	5.4	5.96	148	139	131	18	5
214	507	67831.0	1.94	0.11	6.5	0.9	1.24	0.1	0.11	5.68	6.07	160	180	136	23	8
215	428	57983.0	2.06	0.12	6.2	1.0	1.02	0.1	0.12	5.39	6.01	139	159	108	13	9
216	454	61653.0	2.02	0.12	6.33	0.93	1.37	0.11	0.12	5.08	6.22	161	150	114	22	7
217	428	57140.0	2.05	0.12	6.34	1.03	1.14	0.11	0.12	5.68	5.86	141	152	111	17	7
218	460	66284.0	1.95	0.12	6.64	0.97	1.02	0.11	0.12	5.64	6.44	161	152	117	21	9
219	474	64205.0	2.01	0.12	6.57	1.0	1.28	0.11	0.12	5.78	6.42	151	173	119	23	8
220	499	65912.0	2.0	0.12	6.32	0.96	1.23	0.11	0.12	5.86	6.01	172	160	137	22	8
221	445	62254.0	2.11	0.13	6.49	1.04	1.31	0.12	0.13	5.03	6.34	144	152	113	28	8
222	459	68433.0	2.05	0.13	7.16	1.0	1.29	0.12	0.13	5.14	5.57	132	169	124	29	5
223	473	56794.0	2.06	0.12	6.78	1.0	1.25	0.11	0.12	5.34	6.04	167	167	110	24	5
224	452	65882.0	2.0	0.13	6.25	0.98	1.1	0.11	0.13	5.33	5.65	147	153	117	26	9
225	418	59500.0	2.09	0.12	6.67	1.06	1.17	0.11	0.12	6.24	5.84	142	134	116	19	7
226	436	57518.0	2.08	0.12	6.5	1.01	1.15	0.11	0.12	5.03	5.5	149	150	110	19	8
227	469	55919.0	2.03	0.11	6.94	1.03	1.25	0.1	0.11	4.59	6.81	174	153	117	18	7
228	441	61903.0	1.99	0.12	6.47	0.99	1.16	0.11	0.12	4.96	6.16	131	152	126	24	8
229	419	58157.0	2.05	0.12	6.75	1.07	1.14	0.11	0.12	6.2	6.58	139	158	94	19	9
230	408	57652.0	2.0	0.11	5.89	0.89	1.17	0.11	0.12	4.89	5.8	128	142	108	24	6
231	392	56605.0	1.99	0.11	6.34	1.14	1.03	0.11	0.12	5.5	6.28	130	134	99	18	11
232	417	62087.0	2.01	0.13	6.46	1.02	1.18	0.12	0.12	5.32	6.44	138	136	109	27	7
233	400	58328.0	1.94	0.12	6.93	1.03	1.11	0.11	0.12	5.25	6.76	120	145	105	21	9
234	413	56922.0	2.06	0.12	6.93	0.95	1.31	0.11	0.12	5.9	6.85	117	158	112	17	9
235	418	57588.0	1.99	0.11	5.94	1.01	1.03	0.11	0.12	5.51	5.83	147	148	93	22	8
236	470	64874.0	2.08	0.12	6.94	1.02	1.25	0.11	0.12	5.34	6.92	146	169	122	23	10
237	422	56469.0	2.06	0.12	6.67	1.1	1.2	0.12	0.12	5.48	6.6	120	164	114	15	9
238	427	57293.0	2.04	0.11	6.91	1.03	1.25	0.1	0.12	5.45	6.84	151	134	115	17	10
239	420	58862.0	1.99	0.12	6.61	1.06	1.15	0.1	0.12	4.94	6.51	138	143	111	20	8
240	379	61911.0	1.99	0.13	7.32	0.92	1.25	0.11	0.13	5.29	7.32	118	124	106	21	10
241	384	59891.0	2.06	0.12	6.79	1.09	1.25	0.11	0.12	5.26	6.56	122	139	95	17	11
242	386	58498.0	2.11	0.13	6.92	1.04	1.25	0.11	0.13	5.24	6.92	114	141	102	18	11
243	399	55790.0	1.96	0.13	6.46	0.99	1.08	0.11	0.13	5.42	6.43	144	134	90	22	9
244	416	54311.0	2.02	0.12	6.3	1.01	1.14	0.11	0.12	5.59	6.24	143	149	98	21	5
245	371	55322.0	2.02	0.13	6.3	1.09	1.08	0.12	0.13	5.29	6.28	113	123	108	17	10
246	399	53262.0	2.01	0.12	6.44	0.97	1.14	0.11	0.12	4.95	6.34	128	144	104	13	10
247	394	53742.0	2.05	0.13	6.99	1.12	0.98	0.11	0.13	5.34	5.76	116	138	118	17	5
248	378	52584.0	1.93	0.13	6.29	0.92	1.14	0.11	0.13	5.25	6.28	125	128	103	14	8
249	424	56592.0	2.04	0.13	6.45	1.08	1.11	0.12	0.12	5.17	6.43	135	152	109	21	7
250	467	64715.0	1.92	0.13	6.42	0.95	1.08	0.11	0.12	5.46	5.29	142	170	122	24	9
251	467	57965.0	1.9	0.11	6.69	1.0	1.13	0.1	0.11	5.06	6.39	162	160	120	19	6
252	352	49733.0	1.97	0.13	6.4	1.02	0.95	0.12	0.12	4.88	6.39	105	125	99	16	7
