n	num	area	avg_vel	std_vel	max_vel	avg_x	avg_y	std_x	std_y	max_x	max_y	num1	num2	num3	num4	num5
506	330	35920.0	2.47	0.1	8.69	0.6	1.0	0.1	0.1	5.3	8.68	126	118	74	8	4
507	326	37052.0	2.24	0.11	9.3	0.48	0.91	0.1	0.11	5.19	9.29	120	124	71	6	5
508	323	37272.0	2.44	0.11	8.64	0.3	0.91	0.11	0.11	4.76	8.59	117	131	63	8	4
509	377	40734.0	2.34	0.1	10.02	0.61	0.83	0.1	0.1	5.32	10.02	150	138	78	6	5
510	295	35207.0	2.45	0.13	10.17	0.38	1.16	0.12	0.13	5.06	10.09	110	110	62	9	4
511	342	37587.0	2.24	0.11	9.26	0.51	0.96	0.1	0.11	5.42	9.26	123	142	66	7	4
512	353	38014.0	2.27	0.11	9.02	0.46	1.09	0.11	0.11	4.95	8.94	133	132	78	5	5
513	371	41947.0	2.2	0.11	9.51	0.69	0.85	0.11	0.11	5.69	8.93	134	146	81	4	6
514	330	37420.0	2.19	0.11	9.4	0.52	1.16	0.11	0.1	5.58	9.2	116	125	78	8	3
515	340	41430.0	2.12	0.11	9.46	0.61	1.17	0.11	0.12	4.98	9.4	107	137	84	7	5
516	303	38811.0	2.0	0.11	9.36	0.67	1.02	0.1	0.11	5.66	9.31	95	126	66	11	5
517	296	42067.0	2.11	0.12	9.88	0.92	1.24	0.1	0.12	5.34	9.8	93	117	72	9	5
518	280	38036.0	2.17	0.12	8.99	0.96	1.29	0.1	0.12	5.61	8.84	85	109	75	8	3
519	283	36525.0	1.88	0.11	9.05	0.79	1.04	0.1	0.12	5.54	8.94	93	102	76	7	5
520	223	36836.0	2.0	0.11	9.2	0.8	1.16	0.11	0.11	5.56	9.17	69	80	64	5	5
521	286	38464.0	2.03	0.11	9.91	0.76	1.36	0.1	0.11	5.25	9.72	94	114	65	8	5
522	282	37269.0	2.06	0.1	10.66	0.8	1.23	0.09	0.1	5.97	10.64	102	110	56	10	4
523	323	41631.0	2.1	0.11	9.36	1.04	1.23	0.1	0.11	5.51	9.29	104	121	88	5	5
524	277	36808.0	2.07	0.1	9.12	0.89	1.12	0.1	0.1	5.81	9.06	91	116	58	7	5
525	341	39111.0	2.02	0.11	8.87	0.91	1.27	0.1	0.11	5.38	8.79	110	152	67	9	3
526	273	40086.0	2.11	0.12	9.29	0.86	1.15	0.1	0.12	6.47	9.12	77	111	73	7	5
527	340	41235.0	2.14	0.11	11.74	0.97	1.28	0.09	0.11	5.54	11.33	128	120	78	11	3
528	278	38342.0	2.11	0.12	8.62	0.99	1.08	0.11	0.12	5.84	8.45	80	111	78	5	4
529	378	42664.0	2.12	0.12	9.55	0.82	1.3	0.1	0.12	5.02	9.53	129	149	87	8	5
530	295	34692.0	2.05	0.11	9.54	0.75	1.14	0.1	0.11	5.84	9.03	96	123	66	4	6
531	395	43793.0	2.1	0.11	10.59	0.91	1.35	0.1	0.11	6.29	10.3	139	150	95	7	4
532	287	32004.0	2.19	0.11	9.03	0.62	1.3	0.09	0.12	4.93	9.03	98	109	66	11	3
533	346	43755.0	2.07	0.11	9.98	0.82	1.24	0.1	0.11	5.76	9.78	126	133	72	5	10
534	321	36285.0	2.32	0.11	9.49	0.73	1.45	0.1	0.11	5.32	9.49	116	124	73	3	5
535	363	38569.0	1.99	0.11	8.92	0.88	1.13	0.09	0.1	5.21	8.85	123	150	77	8	5
536	338	35182.0	2.02	0.11	8.6	0.87	0.99	0.1	0.11	5.46	8.41	129	131	65	10	3
537	322	39741.0	1.92	0.11	8.92	0.83	1.11	0.1	0.11	5.01	8.82	119	125	63	10	5
538	292	36007.0	2.02	0.11	8.05	0.96	1.12	0.1	0.1	5.23	8.01	100	112	65	11	4
539	315	37886.0	2.1	0.11	8.78	0.96	1.21	0.1	0.11	5.03	8.74	96	133	72	11	3
540	314	39292.0	2.14	0.11	8.12	1.05	1.07	0.1	0.11	5.44	8.03	103	129	67	10	5
541	338	40613.0	2.04	0.11	9.69	0.91	1.28	0.1	0.11	5.0	9.24	115	143	66	7	7
542	295	36872.0	2.14	0.11	8.83	0.89	1.31	0.1	0.11	5.39	8.83	91	119	71	10	4
543	321	37536.0	2.13	0.11	8.29	0.81	1.41	0.11	0.1	5.02	8.28	116	120	72	7	6
544	300	37529.0	2.06	0.11	9.39	1.01	1.08	0.1	0.1	5.32	9.39	100	120	68	7	5
545	337	39676.0	1.98	0.11	7.88	0.89	1.27	0.11	0.11	4.76	7.88	123	122	77	10	5
546	299	37396.0	2.01	0.12	8.04	0.9	1.17	0.11	0.12	4.82	7.99	98	121	69	7	4
547	311	35559.0	2.02	0.11	8.29	0.82	1.25	0.1	0.11	5.0	8.26	109	123	67	7	5
548	319	37037.0	2.02	0.11	8.69	0.9	1.17	0.1	0.11	4.72	8.56	102	124	81	6	6
549	313	40466.0	2.0	0.13	10.23	1.0	1.1	0.12	0.12	5.09	9.38	93	126	79	10	5
550	293	34473.0	1.99	0.11	8.02	0.87	1.06	0.1	0.11	4.68	7.97	90	126	67	7	3
551	322	36034.0	2.02	0.11	7.75	0.83	1.09	0.1	0.11	5.3	7.72	116	117	77	7	5
552	300	35300.0	2.05	0.11	7.63	0.91	1.28	0.1	0.11	4.51	7.55	111	104	69	12	4
553	341	38367.0	1.95	0.1	8.42	0.88	1.18	0.09	0.1	5.0	8.18	131	129	65	12	4
554	354	38855.0	2.01	0.11	7.94	0.97	1.05	0.1	0.11	5.11	7.88	117	153	71	10	3
555	290	37659.0	2.09	0.12	7.88	0.89	1.2	0.11	0.12	5.67	7.7	84	116	77	8	5
556	311	37434.0	1.96	0.11	8.14	0.82	1.23	0.1	0.11	5.2	8.11	101	118	80	7	5
557	297	37422.0	2.1	0.11	7.64	0.88	1.11	0.1	0.11	5.2	7.6	103	106	75	8	5
558	328	33761.0	1.95	0.11	7.95	0.82	1.21	0.1	0.11	4.26	7.85	125	122	70	8	3
559	332	40358.0	2.06	0.12	8.09	0.89	1.33	0.1	0.11	5.15	7.91	100	138	79	12	3
560	336	36957.0	1.95	0.11	7.64	0.69	1.13	0.1	0.11	4.71	7.62	123	123	77	8	5
561	320	38237.0	2.03	0.1	8.04	1.04	1.11	0.1	0.11	4.88	7.96	104	133	71	9	3
562	285	39707.0	2.05	0.11	8.62	1.03	1.11	0.1	0.11	5.17	8.44	101	105	65	9	5
563	295	35649.0	2.03	0.12	7.88	0.91	1.21	0.11	0.12	4.96	7.67	83	118	83	9	2
564	319	36100.0	2.17	0.11	8.19	1.08	1.27	0.1	0.11	4.72	7.99	97	137	69	14	2
565	311	33120.0	2.01	0.11	8.31	0.94	1.16	0.11	0.11	4.99	8.11	93	126	84	6	2
566	350	37347.0	2.02	0.11	7.24	0.85	1.11	0.11	0.11	4.78	7.16	124	121	94	8	3
567	311	32758.0	2.03	0.11	8.06	0.75	1.28	0.1	0.12	4.88	7.98	102	122	75	10	2
568	311	33386.0	2.08	0.11	8.51	0.95	1.21	0.1	0.11	4.69	8.51	94	131	74	10	2
569	334	33712.0	2.04	0.11	8.22	0.88	1.15	0.1	0.12	4.95	8.07	122	127	73	9	3
570	329	35080.0	2.05	0.11	7.33	0.94	1.12	0.1	0.11	4.77	7.22	124	113	81	7	4
571	307	33133.0	2.09	0.11	8.5	0.93	1.19	0.1	0.11	4.86	8.08	94	127	75	8	3
572	316	34994.0	1.9	0.11	8.06	0.9	0.92	0.11	0.11	4.94	7.79	104	114	85	11	2
573	354	34612.0	1.92	0.11	8.68	0.86	1.06	0.1	0.11	4.6	8.46	128	130	85	7	4
574	338	39958.0	2.1	0.12	8.29	0.89	1.37	0.1	0.12	4.65	8.19	114	131	79	8	6
575	289	31840.0	1.96	0.11	8.36	0.88	1.1	0.11	0.11	4.84	8.36	96	121	58	10	4
576	328	38593.0	2.0	0.11	8.52	1.04	1.12	0.1	0.11	5.04	8.36	120	109	87	8	4
577	308	32640.0	2.0	0.11	7.29	0.95	1.1	0.1	0.11	4.27	7.14	104	131	64	5	4
578	334	35830.0	1.94	0.11	7.73	1.01	1.1	0.1	0.11	5.15	7.56	105	142	76	7	4
579	294	32411.0	1.94	0.11	7.12	0.84	1.07	0.1	0.12	4.54	7.06	95	122	67	5	5
580	314	36269.0	2.01	0.11	7.38	0.98	1.18	0.1	0.11	4.61	7.27	104	127	68	11	4
581	251	34412.0	1.99	0.12	7.14	0.89	1.08	0.11	0.12	4.88	7.06	71	100	68	7	5
582	275	37466.0	2.02	0.12	7.54	1.09	1.13	0.11	0.11	5.16	7.53	70	116	75	7	7
583	275	35709.0	1.95	0.11	7.12	1.0	1.05	0.11	0.11	4.96	6.98	94	106	62	9	4
584	310	39126.0	1.89	0.11	7.95	1.02	0.94	0.11	0.11	5.34	7.84	109	117	69	9	6
585	264	31752.0	2.04	0.11	6.76	0.92	1.11	0.11	0.11	4.8	6.63	87	106	62	6	3
586	274	36423.0	2.06	0.12	7.69	0.91	1.38	0.11	0.11	4.88	7.62	88	93	78	13	2
587	279	37820.0	1.88	0.11	7.07	0.87	0.99	0.11	0.1	4.34	6.97	88	108	67	12	4
588	273	37779.0	1.96	0.12	7.06	0.95	1.06	0.1	0.11	5.22	6.95	92	96	69	9	7
589	242	35673.0	1.89	0.12	6.82	0.91	0.97	0.11	0.12	4.64	6.72	74	80	76	8	4
590	279	38823.0	1.94	0.11	7.2	0.92	1.0	0.1	0.12	4.6	7.06	88	116	59	10	6
591	263	35218.0	1.87	0.12	7.37	1.02	0.98	0.11	0.12	4.51	7.21	71	113	68	6	5
592	296	42615.0	1.9	0.11	7.25	0.88	1.1	0.1	0.11	4.48	7.14	100	117	63	8	8
593	249	34043.0	1.92	0.11	7.34	0.94	0.89	0.1	0.11	4.84	7.18	78	94	67	6	4
594	257	37171.0	1.94	0.12	7.28	0.92	1.12	0.11	0.12	4.73	7.16	72	110	63	7	5
595	253	37988.0	1.94	0.12	7.06	0.82	0.99	0.12	0.12	4.57	6.85	80	99	60	8	6
596	295	33997.0	1.89	0.1	7.2	0.97	1.06	0.09	0.1	4.3	7.05	107	115	62	5	6
597	260	33108.0	1.83	0.11	7.15	0.98	0.9	0.1	0.11	4.81	6.96	79	111	59	7	4
598	268	35021.0	1.89	0.11	7.26	0.96	1.08	0.11	0.11	5.2	7.12	95	103	60	5	5
599	279	37208.0	1.85	0.12	7.12	0.79	0.89	0.11	0.11	4.59	6.95	95	106	66	7	5
600	336	39426.0	1.91	0.11	7.82	1.09	0.95	0.11	0.11	5.02	7.4	131	116	77	7	5
601	242	33606.0	1.8	0.11	7.27	0.91	0.84	0.1	0.11	4.42	7.16	71	95	65	6	5
602	259	36231.0	1.89	0.1	7.2	1.0	1.05	0.1	0.11	4.67	7.06	92	99	56	6	6
603	229	32487.0	1.97	0.11	7.87	0.9	1.02	0.1	0.11	4.47	7.67	74	87	58	7	3
604	265	40844.0	1.88	0.11	8.03	0.97	1.01	0.1	0.11	5.04	7.7	79	108	66	6	6
605	239	34146.0	1.95	0.11	7.07	1.01	0.9	0.11	0.11	4.68	6.97	67	111	49	6	6
606	255	36908.0	2.0	0.11	8.21	0.93	1.15	0.1	0.11	4.67	8.06	74	107	60	8	6
607	235	31564.0	1.98	0.11	7.64	1.05	1.04	0.1	0.11	4.6	7.51	76	105	43	5	6
608	269	34409.0	2.03	0.11	8.4	0.97	1.13	0.11	0.11	4.88	8.28	74	114	66	10	5
609	269	38177.0	1.94	0.1	8.29	0.96	1.02	0.1	0.11	6.32	7.93	80	112	59	11	7
610	280	36139.0	2.03	0.09	8.31	0.89	1.19	0.09	0.1	4.92	7.97	93	109	68	4	6
611	267	35231.0	2.06	0.1	7.37	0.89	1.25	0.09	0.1	5.37	7.32	92	99	63	8	5
612	272	36250.0	2.08	0.1	7.59	0.79	1.25	0.1	0.1	5.01	7.49	84	111	63	10	4
613	249	34332.0	2.09	0.11	8.48	0.97	1.24	0.1	0.11	5.0	8.14	77	94	65	8	5
614	293	33288.0	2.28	0.11	7.92	0.9	1.39	0.1	0.1	5.7	7.84	105	125	49	9	5
615	271	36152.0	2.16	0.11	7.68	0.91	1.42	0.1	0.12	5.25	7.55	78	116	61	10	6
616	292	42744.0	2.06	0.11	7.97	0.88	1.27	0.11	0.11	4.57	7.75	87	113	78	8	6
617	293	46687.0	2.03	0.11	8.39	0.87	1.27	0.1	0.12	4.69	8.35	100	112	65	10	6
618	267	43693.0	2.04	0.1	8.49	0.94	1.2	0.09	0.1	4.21	8.48	89	98	61	13	6
619	318	46830.0	2.26	0.11	8.67	0.9	1.37	0.11	0.12	4.97	8.63	108	117	73	14	6
620	293	43946.0	2.0	0.11	8.43	0.86	1.26	0.1	0.11	4.93	8.29	90	107	78	11	7
621	256	39479.0	2.04	0.1	7.42	0.82	1.25	0.09	0.1	4.37	7.27	78	94	65	12	7
622	314	37904.0	2.01	0.11	8.45	0.95	1.11	0.1	0.11	5.0	8.13	109	126	67	8	4
623	250	34681.0	1.95	0.12	7.63	0.83	1.14	0.11	0.12	4.72	7.37	74	100	63	8	5
624	254	37667.0	1.96	0.11	8.27	0.93	1.01	0.1	0.11	4.4	8.07	70	105	67	7	5
625	256	36306.0	1.98	0.11	8.44	0.87	1.15	0.1	0.11	4.72	8.26	78	110	54	7	7
626	293	36061.0	1.88	0.1	9.53	0.85	0.99	0.09	0.1	4.42	9.52	92	127	62	4	8
627	277	36567.0	1.94	0.11	8.52	1.01	0.85	0.1	0.11	4.56	8.32	94	102	66	8	7
628	249	35723.0	2.03	0.13	8.7	0.81	1.12	0.12	0.13	5.26	8.32	80	99	55	7	8
629	249	34811.0	1.98	0.1	9.63	0.82	0.95	0.1	0.1	5.49	9.45	78	104	52	8	7
630	261	35082.0	1.96	0.11	8.23	0.9	1.03	0.11	0.1	5.53	8.06	87	115	49	4	6
631	287	38552.0	2.09	0.11	8.45	1.18	0.86	0.11	0.11	5.93	8.25	85	117	74	2	9
632	233	35871.0	2.06	0.12	8.32	0.84	0.89	0.12	0.11	5.51	7.97	67	85	65	7	9
633	262	37257.0	1.97	0.11	9.72	0.97	1.01	0.1	0.11	5.57	9.59	78	113	55	8	8
634	258	38830.0	2.04	0.11	8.97	0.9	1.16	0.1	0.11	5.38	8.49	81	97	69	3	8
635	235	34114.0	1.93	0.11	9.99	1.02	0.93	0.1	0.11	5.8	9.88	71	95	56	6	7
636	241	39662.0	1.89	0.11	9.08	0.99	1.03	0.1	0.12	5.56	8.88	75	93	57	8	8
637	244	36296.0	1.88	0.11	8.66	0.81	1.0	0.1	0.11	5.52	8.34	88	90	53	7	6
638	229	35542.0	2.03	0.11	9.52	0.98	1.11	0.1	0.11	5.6	9.12	68	91	50	11	9
639	249	33346.0	1.99	0.11	8.58	0.99	1.12	0.1	0.11	5.54	8.32	75	109	50	8	7
640	251	37664.0	1.88	0.11	8.92	1.03	0.79	0.11	0.1	5.65	8.71	88	85	63	7	8
641	257	34986.0	1.92	0.1	8.4	0.92	1.05	0.1	0.1	5.53	8.16	85	96	62	8	6
642	250	36877.0	1.92	0.1	9.01	0.96	1.1	0.1	0.1	5.72	8.7	74	98	65	4	9
643	243	31034.0	2.06	0.11	9.09	1.0	1.09	0.1	0.1	5.38	8.83	83	96	51	6	7
644	245	34678.0	1.92	0.11	8.68	1.0	1.14	0.1	0.11	5.38	8.4	75	93	64	8	5
645	251	34690.0	1.93	0.12	8.6	1.02	1.05	0.11	0.12	4.72	8.12	85	88	67	4	7
646	255	35279.0	1.93	0.11	9.12	0.92	1.04	0.1	0.11	5.63	8.52	71	111	60	6	7
647	218	28946.0	2.1	0.1	9.5	1.01	0.99	0.1	0.1	5.62	8.6	73	81	54	5	5
648	252	33223.0	1.91	0.1	9.02	0.95	1.08	0.1	0.11	5.51	8.68	77	103	58	9	5
649	214	31750.0	1.93	0.11	8.73	1.12	0.8	0.11	0.1	5.75	8.4	53	93	55	8	5
650	235	30533.0	2.05	0.12	10.48	0.95	1.14	0.1	0.12	5.98	8.99	73	89	62	6	5
651	224	32538.0	1.93	0.12	9.9	0.98	0.93	0.1	0.12	5.31	9.75	68	88	55	8	5
652	221	32321.0	1.9	0.11	9.27	1.01	0.91	0.1	0.11	5.43	9.07	61	93	53	7	7
653	276	30603.0	2.02	0.1	9.15	0.99	0.78	0.1	0.1	5.86	8.67	85	126	54	5	6
654	341	67212.0	1.88	0.1	9.7	0.78	1.28	0.1	0.1	5.31	9.45	123	133	64	10	11
655	260	40575.0	1.91	0.12	9.31	0.85	1.1	0.1	0.11	5.31	9.06	77	99	68	9	7
656	236	33683.0	1.86	0.1	8.94	1.02	0.84	0.1	0.1	5.55	8.45	70	91	65	3	7
657	229	43750.0	1.94	0.12	8.72	0.99	1.04	0.11	0.12	5.4	8.5	64	82	68	6	9
658	221	47626.0	1.92	0.12	8.93	0.84	1.08	0.1	0.12	4.54	8.7	57	92	61	4	7
659	230	39711.0	1.92	0.11	8.83	1.05	0.97	0.1	0.11	5.32	8.43	76	79	58	8	9
660	216	36203.0	1.9	0.12	9.08	0.92	1.06	0.12	0.12	4.6	8.74	56	93	52	8	7
661	242	30849.0	1.9	0.11	8.89	0.83	1.08	0.1	0.11	4.69	8.56	72	110	46	9	5
662	270	34370.0	1.88	0.1	9.72	1.0	1.06	0.1	0.1	4.95	9.38	79	108	71	6	6
663	237	36638.0	1.9	0.1	8.98	0.98	0.85	0.1	0.1	4.94	8.73	71	97	56	6	7
664	222	36641.0	1.83	0.11	9.12	0.94	1.03	0.11	0.11	5.15	8.84	63	81	64	8	6
665	243	35250.0	1.81	0.1	9.03	0.92	0.95	0.1	0.1	4.28	8.74	69	105	56	4	9
666	246	50247.0	1.95	0.11	9.7	0.84	1.12	0.11	0.12	5.38	9.35	69	102	56	9	10
667	239	44271.0	1.86	0.1	9.27	1.03	0.83	0.1	0.1	5.19	8.99	82	97	45	8	7
668	288	50693.0	1.88	0.11	9.39	0.82	1.15	0.1	0.11	4.72	9.08	103	108	60	10	7
669	231	42764.0	1.99	0.11	9.32	0.98	1.1	0.1	0.11	4.98	9.07	69	100	48	6	8
670	257	53351.0	1.9	0.11	9.38	0.82	1.03	0.11	0.11	5.26	9.03	96	92	53	6	10
671	266	50581.0	1.89	0.11	9.69	0.95	0.8	0.1	0.11	5.15	9.29	97	101	55	4	9
672	259	48463.0	1.88	0.11	9.37	0.97	0.93	0.1	0.11	5.21	9.07	81	113	48	6	11
673	210	39388.0	1.87	0.12	9.64	0.87	0.92	0.11	0.11	5.67	9.21	60	89	45	9	7
674	221	38891.0	1.89	0.11	9.67	0.8	1.07	0.1	0.11	5.26	9.51	62	89	55	6	9
675	208	29242.0	1.92	0.11	9.71	0.87	0.95	0.11	0.11	5.47	9.43	67	83	44	9	5
676	239	35065.0	1.91	0.1	9.52	0.89	1.03	0.1	0.1	5.48	9.21	80	96	48	6	9
677	195	31863.0	1.82	0.1	10.14	0.81	1.02	0.1	0.09	5.56	9.68	56	84	40	8	7
678	216	33438.0	1.83	0.11	9.73	0.9	0.93	0.1	0.11	5.26	9.44	70	80	52	6	8
679	190	31204.0	1.86	0.11	9.63	0.84	1.07	0.1	0.11	5.27	9.32	59	73	43	7	8
680	246	30812.0	1.91	0.1	9.77	0.86	0.96	0.1	0.1	5.07	9.54	77	104	54	3	8
681	218	24327.0	2.1	0.11	8.95	0.52	0.86	0.09	0.11	5.56	8.58	68	84	58	4	4
682	255	30656.0	1.95	0.11	8.18	0.6	1.07	0.1	0.1	5.47	6.26	82	104	58	6	5
683	193	26363.0	1.96	0.12	6.37	0.82	0.93	0.11	0.13	5.27	5.74	57	68	58	5	5
684	236	27631.0	1.97	0.11	6.66	0.95	1.03	0.1	0.11	5.79	6.59	76	98	51	7	4
685	213	27948.0	1.76	0.11	5.81	0.98	0.82	0.1	0.11	5.63	5.25	71	80	48	8	6
686	204	25375.0	1.86	0.1	9.63	0.92	1.07	0.09	0.11	5.96	9.36	75	62	57	5	5
687	191	23425.0	1.79	0.11	5.36	0.79	0.85	0.11	0.11	5.15	3.52	52	81	46	8	4
688	201	24386.0	1.84	0.09	5.48	0.98	0.89	0.09	0.1	5.35	4.22	69	75	48	3	6
689	184	23879.0	1.84	0.1	5.43	1.1	0.72	0.1	0.1	5.23	3.36	54	76	43	7	4
690	201	25226.0	1.81	0.1	5.77	0.84	0.87	0.1	0.1	5.6	3.53	60	80	49	8	4
691	185	25948.0	1.78	0.11	6.52	0.93	0.88	0.11	0.11	6.3	4.03	52	67	55	7	4
692	189	22186.0	1.8	0.1	5.8	0.84	0.72	0.1	0.1	5.63	3.55	56	80	46	3	4
693	211	29000.0	1.78	0.11	5.57	1.05	0.87	0.1	0.11	5.51	3.84	61	80	59	5	6
694	160	21897.0	1.8	0.11	5.66	0.99	0.78	0.11	0.11	5.5	3.6	46	64	41	5	4
695	174	24421.0	1.75	0.11	5.33	0.76	0.88	0.1	0.12	5.24	4.23	41	75	46	9	3
696	190	23290.0	1.85	0.1	5.34	0.75	0.86	0.1	0.1	5.27	3.93	40	89	54	5	2
697	206	23422.0	1.81	0.09	5.64	0.95	0.91	0.09	0.1	5.58	4.38	68	74	55	6	3
698	202	22540.0	1.79	0.1	5.81	0.95	0.82	0.1	0.1	5.71	4.41	62	80	54	2	4
699	221	26693.0	1.85	0.1	5.45	0.91	0.96	0.09	0.1	5.38	4.25	64	89	57	9	2
700	161	20192.0	1.82	0.1	5.44	0.85	0.8	0.09	0.1	5.34	4.37	39	75	39	5	3
701	198	25329.0	1.89	0.11	5.42	1.04	0.93	0.1	0.12	5.25	4.31	55	82	50	8	3
702	195	21973.0	1.78	0.11	5.6	0.92	0.85	0.11	0.1	5.44	4.06	60	71	56	6	2
703	221	26097.0	1.84	0.11	5.29	0.93	0.84	0.11	0.1	5.27	3.81	69	82	60	8	2
704	192	18621.0	1.84	0.09	5.26	0.94	0.82	0.09	0.09	5.18	4.28	71	72	43	4	2
705	239	29830.0	1.86	0.11	5.5	0.92	1.04	0.1	0.1	5.48	5.18	66	105	59	6	3
706	186	24754.0	1.92	0.12	5.21	1.03	0.88	0.11	0.12	5.19	4.21	51	71	55	6	3
707	224	27353.0	1.85	0.11	5.44	0.99	0.93	0.1	0.1	5.42	4.18	62	90	62	8	2
708	216	26624.0	1.85	0.1	5.28	0.89	0.95	0.09	0.1	5.25	4.36	69	82	55	6	4
709	230	29974.0	1.96	0.12	5.59	0.98	1.0	0.11	0.12	5.54	5.52	59	93	66	9	3
710	219	24891.0	1.94	0.1	5.09	0.77	1.04	0.1	0.09	4.98	5.03	73	83	51	9	3
711	225	25724.0	1.85	0.11	5.13	0.81	1.01	0.11	0.11	5.12	4.99	71	85	60	7	2
712	208	24696.0	1.86	0.11	5.39	0.86	0.95	0.11	0.11	5.36	4.86	63	81	53	7	4
713	234	26987.0	1.86	0.11	5.11	0.85	0.95	0.11	0.11	4.97	5.1	74	91	57	9	3
714	189	22665.0	1.78	0.1	5.66	0.71	0.87	0.11	0.1	5.17	5.57	55	80	43	9	2
715	219	26440.0	1.88	0.11	5.28	0.88	0.91	0.12	0.11	5.28	5.21	60	83	66	8	2
716	204	23978.0	1.9	0.11	5.43	0.98	0.85	0.11	0.11	5.41	5.02	63	78	53	8	2
717	228	27185.0	1.89	0.13	5.56	0.91	1.03	0.13	0.11	5.2	5.55	63	97	60	5	3
718	187	22778.0	1.88	0.1	5.48	0.92	1.04	0.1	0.1	4.77	5.48	49	80	49	7	2
719	213	26574.0	1.87	0.12	6.16	0.81	1.07	0.12	0.11	5.03	6.16	54	89	60	8	2
720	210	25493.0	1.87	0.11	5.21	1.04	0.88	0.11	0.1	5.2	5.14	56	90	55	5	4
721	239	28086.0	1.95	0.12	6.5	0.97	1.07	0.12	0.11	6.35	6.27	81	80	70	4	4
722	196	24752.0	1.86	0.12	5.36	0.95	0.87	0.11	0.12	4.68	5.35	57	79	51	6	3
723	215	29009.0	1.95	0.13	5.66	0.91	1.07	0.12	0.12	5.36	5.66	55	95	53	9	3
724	220	23252.0	1.91	0.12	6.11	0.82	1.03	0.11	0.11	5.33	6.11	72	86	54	6	2
725	227	28376.0	1.93	0.11	5.96	1.08	0.96	0.11	0.1	4.83	5.96	67	89	61	8	2
726	188	25146.0	1.84	0.1	5.84	0.8	0.8	0.1	0.1	5.03	5.83	57	71	52	4	4
727	205	26686.0	1.87	0.11	5.91	0.79	1.03	0.11	0.1	4.95	5.9	62	72	61	7	3
728	186	22480.0	1.95	0.11	5.46	0.91	0.81	0.11	0.1	4.79	5.46	57	74	47	4	4
729	218	29104.0	2.02	0.12	6.32	0.92	1.12	0.12	0.11	5.26	6.23	64	76	64	11	3
730	189	25048.0	1.89	0.11	5.91	1.07	0.81	0.11	0.12	4.82	5.91	55	70	55	6	3
731	223	28570.0	1.85	0.12	5.87	0.79	1.05	0.11	0.13	5.09	5.85	73	73	64	10	3
732	198	24069.0	1.93	0.1	6.48	0.96	0.99	0.09	0.11	5.01	6.47	59	75	55	7	2
733	223	27163.0	1.96	0.1	6.26	0.85	1.11	0.09	0.11	4.79	6.12	72	84	57	5	5
734	208	24153.0	1.96	0.12	5.28	0.98	1.1	0.12	0.11	4.81	5.27	49	95	55	7	2
735	216	26501.0	1.94	0.1	7.46	0.83	1.11	0.1	0.1	5.06	7.36	65	80	62	7	2
736	178	21436.0	1.86	0.11	5.72	0.82	1.08	0.11	0.11	4.59	5.67	52	63	54	6	3
737	214	23796.0	1.88	0.1	6.46	0.97	1.11	0.1	0.1	4.62	6.44	74	79	52	7	2
738	205	25358.0	1.95	0.12	6.02	0.98	1.01	0.12	0.11	4.61	6.02	62	70	63	9	1
739	194	23764.0	1.91	0.11	5.43	0.9	1.03	0.11	0.11	4.73	5.38	54	85	44	8	3
740	225	24173.0	1.97	0.11	6.52	0.89	1.15	0.11	0.1	4.52	6.33	77	84	59	2	3
741	171	21808.0	1.91	0.1	6.18	0.86	1.15	0.1	0.11	4.5	6.09	49	67	48	5	2
742	217	23593.0	1.89	0.1	5.59	0.81	0.91	0.12	0.11	5.02	5.54	70	76	65	5	1
743	206	21149.0	2.06	0.11	5.88	0.94	1.23	0.1	0.11	4.68	5.88	63	85	50	6	2
744	221	23975.0	1.91	0.1	5.86	0.86	0.93	0.1	0.11	4.65	5.84	68	89	55	7	2
745	211	20312.0	1.97	0.09	5.98	0.75	1.27	0.08	0.09	4.07	5.96	76	88	40	5	2
746	197	23191.0	2.03	0.1	5.88	0.94	1.1	0.1	0.1	4.54	5.58	60	77	50	9	1
747	191	21330.0	1.98	0.1	6.56	0.98	1.09	0.09	0.1	4.95	6.51	54	80	49	6	2
748	304	70271.0	1.9	0.11	5.23	0.62	-1.01	0.11	0.11	5.23	2.38	92	132	57	12	11
749	729	124705.0	2.08	0.11	7.57	0.71	-0.33	0.11	0.11	7.43	5.21	291	272	133	17	16
750	632	87557.0	2.32	0.12	8.74	-0.02	1.61	0.11	0.12	4.28	8.74	245	245	113	18	11
751	251	43257.0	2.37	0.1	10.24	0.44	-0.74	0.1	0.1	5.2	5.66	101	94	40	10	6
752	353	57126.0	2.19	0.11	8.45	0.56	0.93	0.11	0.12	4.64	7.46	127	124	83	12	7
753	266	45730.0	2.07	0.1	7.0	0.84	0.14	0.1	0.1	5.31	6.96	97	105	51	9	4
754	212	43968.0	1.89	0.11	5.74	0.26	0.25	0.12	0.11	4.16	5.7	61	82	55	8	6
755	281	49427.0	2.07	0.11	7.72	0.44	0.74	0.1	0.11	4.46	6.83	102	95	66	11	7
756	245	39298.0	2.06	0.11	9.55	0.6	0.56	0.1	0.1	4.07	7.02	76	94	57	12	6
757	212	36863.0	2.06	0.11	8.96	0.8	0.75	0.12	0.11	4.46	7.37	65	78	54	10	5
758	260	34990.0	2.32	0.1	11.69	0.81	0.42	0.1	0.11	5.3	7.13	95	94	59	6	6
